	104.CEL	105.CEL	109.CEL	115.CEL	121.CEL	123.CEL	127.CEL	82.CEL	94.CEL	95.CEL	96.CEL	97.CEL	C13.CEL	C8.CEL	C9.CEL
KCNJ8	3.325149478	2.844638028	2.98450202	3.335947553	2.884322246	3.366600875	3.211659725	3.028742286	2.953099887	3.092766324	3.096313866	3.323324938	3.079484084	3.391653695	3.275117534
KCNJ8	2.827512459	2.336420704	2.80764282	2.813206695	2.715051363	3.156877011	3.008627296	2.583145007	2.569586431	2.3916568	2.480043136	3.032282146	2.759846959	2.953730734	3.239029638
FGL1	4.425166652	4.216927426	4.571364596	4.542147002	4.496103093	4.735023327	4.58240461	4.155008903	4.161755318	4.391157729	4.198648436	4.678490217	4.467924016	4.594608162	4.739415927
KMO	3.978327325	3.90448047	3.827663968	3.981134693	3.502541168	3.979165504	3.434000959	4.323889063	3.504590277	4.341459826	5.305697063	3.400973385	3.564607441	3.776057734	3.82805696
KMO	3.473952584	3.614968447	3.660834765	3.563184899	3.417320813	4.033274554	3.805579522	3.663835615	3.273849327	3.453661924	3.858829241	3.975024395	3.806233972	3.971619231	4.249373226
ZC2HC1A	2.6344676	2.378487954	2.632532081	2.631020488	2.603384325	2.987344901	2.374243405	2.577869599	3.05038016	2.547760402	2.558010044	2.644171167	2.785974566	2.80431006	2.675523036
SMPDL3B	2.395827992	2.07550085	2.135567183	1.823344937	2.026417167	2.071838338	2.533346069	1.98031158	2.520094076	2.097741324	1.919457869	2.856774992	2.274449724	2.135567183	2.264127171
AC007191.1	3.826709337	4.165662184	3.962697037	3.825033834	3.825033834	3.724529948	3.595075578	4.067926685	4.309855504	3.451522532	3.825033834	3.601510799	3.658570728	3.854322306	3.887736835
DDC	3.539964271	3.003741017	3.648910376	3.58576823	3.499661395	3.257650154	3.697156228	3.395683334	2.926713336	3.18374132	3.071139541	4.215038483	3.408827264	3.928246543	3.710073408
SPI1	5.920310512	6.671638816	6.08958209	6.057419796	6.665887325	5.389146167	6.946294002	7.060835336	4.434050912	6.366614159	5.959896897	5.516452352	4.817844896	5.26936393	5.200928423
HNF1B	5.756279692	4.964516204	5.397323296	5.408992404	5.582684048	5.853420535	5.566778708	5.143479292	5.256519683	5.485228391	5.28042159	5.838271455	5.862949076	6.021898741	6.127058207
SNTB2	4.711763279	5.669088845	5.179605825	5.197423493	5.089425311	4.648994045	5.011412904	5.904776334	4.555851162	5.342085205	5.165182981	4.652445174	4.692833481	4.052652119	4.717608408
SLC15A2	2.923709947	3.573456738	2.952216196	2.916392618	2.868054885	2.425861779	3.065810829	3.055652769	3.771377512	3.363062402	2.916392618	2.457117982	2.845902025	2.767302844	2.012548718
SLC15A2	2.570569986	2.473278207	2.47393305	2.481216479	2.336783155	2.936033895	2.601494739	2.139137246	2.101098896	2.343262928	2.133038989	2.172504498	2.338752061	2.587364995	2.418570947
KIF5A	4.556028999	4.108130996	4.445275952	4.652155712	4.495157779	4.33189487	4.903429232	4.201191422	3.985318793	4.239505542	4.066034423	4.33189487	4.232228237	5.126022214	4.392637963
APC2	3.975382764	3.636077854	4.179888723	3.985359589	4.122057625	4.330983202	4.190776855	3.563470147	3.742212769	3.498803077	3.682290539	3.930930717	3.829060355	4.045785267	4.261450702
EIF2S3	4.631570422	5.858219339	4.04226104	3.666208112	4.01202845	3.259221072	4.21076741	3.490291018	3.99709528	3.909929891	2.618193804	3.837217688	4.969986648	3.081328711	4.222164231
MTF1	5.817291981	6.820303623	6.683697616	5.986059859	6.417059775	5.853633134	7.134071693	7.504973365	5.121078397	6.450237898	6.254334958	6.870637023	4.965556836	4.82910664	5.28034401
MTF1	6.018805878	6.415077956	6.667496702	5.678380122	6.58603186	5.981851585	6.738483136	7.668312408	5.305925699	6.816161746	6.449735868	6.775827878	5.210976305	5.662843558	5.582118458
FTSJ1	3.14948209	3.823966744	3.166548302	2.923710375	2.403778726	2.863624196	2.692661072	3.259177962	5.345458531	2.996673543	3.674639665	2.910140224	4.07166079	3.106271952	3.477694899
PHYHIP	4.169542408	3.942524421	4.107706222	4.162320821	3.994553203	4.426325659	4.192885488	3.946606598	3.388711223	3.752269451	3.962504878	4.103754153	3.976394552	4.267745509	4.685419069
RAMP3	4.640814647	3.929235736	4.700357823	4.576563931	4.311863792	5.105617228	4.910439684	3.975577672	4.455453895	4.038793439	4.270975932	5.189837506	4.641396281	5.313688756	5.072250011
ACVR2A	4.217764413	3.711714916	4.219426897	4.464519886	4.228523898	4.344161067	4.588500785	3.636860678	3.840483449	3.982564369	3.814992942	4.28941628	4.337518062	4.651435419	4.494336915
CLDN10	3.047860405	2.360256556	3.118252281	3.404456334	3.072017306	3.848498212	3.347568398	2.632978415	2.514084707	2.990427678	2.9395862	3.409135407	3.018067871	3.402749913	3.721014738
SNX4	3.097594257	2.850170898	2.427213079	3.075598469	2.711955863	2.879155982	2.590309036	3.192105131	3.584496579	2.97024165	3.027963472	2.502267072	2.906191939	2.404424961	2.776324263
MN1	1.968157407	1.674774225	1.774014867	1.919313077	2.156538618	2.078941032	1.903091589	1.765435594	1.731809817	1.897257369	1.938815599	2.172504498	1.903091589	2.373507066	2.214499318
REEP2	5.353415164	4.853301171	5.546505015	5.405307341	5.325710189	5.593953909	5.208897442	4.800188684	4.899213294	5.134728277	5.075951078	5.60325409	5.117440853	5.606998884	5.289258867
RCE1	4.18008764	3.81170956	4.109533247	4.085411697	3.948276165	3.779466096	4.066790729	3.548879888	3.543074306	3.416436173	3.513046115	4.049523552	3.966121354	4.247194112	3.927181761
S100A1	3.685175927	3.504010011	4.032657383	3.702820247	3.660126562	3.859771055	3.602292858	3.79832289	3.455823938	3.478481086	3.450074059	3.944751457	3.503191088	4.065472939	4.041581427
AC008575.1	5.830682691	5.957482414	5.099959805	5.73575354	5.030537374	5.225048906	5.272999261	6.332209075	7.583843536	6.661669479	5.86517864	5.483743443	5.393389145	5.224930164	4.600192658
PVALB	3.929668831	3.651676898	3.651676898	3.417239584	3.707537962	3.741898201	4.089239273	3.780804716	3.623905236	3.571232159	3.651676898	4.238206322	4.013831935	4.326288171	4.461197401
DCT	1.902133481	1.533582907	1.84687106	1.664073574	1.874192174	1.487003962	1.777747277	1.487003962	1.676568683	1.445409733	1.501650794	1.674661712	1.629932946	1.855359955	1.819816297
DCT	2.982831274	2.901535956	3.24153866	3.441573002	3.386420585	3.651533628	3.087674781	2.913932295	2.867323826	3.390802189	2.808172351	3.633350962	3.18345235	4.019695895	3.425406133
STIL	1.976775174	1.900069311	1.930882507	2.036348288	1.976775174	2.291839084	1.849437225	1.641118554	2.736168527	2.122152098	1.976775174	1.935211659	1.825453436	2.17405261	2.160011609
ZBTB24	3.86296437	4.336262238	4.067715139	4.040422509	3.928390163	4.020927527	3.782099633	3.774865517	4.226324234	3.978402255	4.126825366	3.671917273	3.978402255	4.244551725	3.978402255
EHD2	4.545217799	4.128086263	4.631609074	4.609874506	4.545217799	4.912566567	4.545217799	4.029679249	4.132198672	4.269924903	4.072599135	5.021743295	4.752831536	4.814598831	5.216699468
SULT1C2	1.974708589	1.837383121	2.079457461	1.987735969	1.974708589	2.117190339	2.149144218	1.974708589	1.726189958	1.767295622	1.837383121	2.068812577	1.801857732	2.002356788	2.382659178
SULT1C2	2.058879606	1.73022093	2.146237904	2.240136411	2.409068913	2.117190339	2.117978808	1.865582224	1.756634304	1.852156588	2.058879606	2.058879606	1.979617999	2.331955087	2.126856907
CSPG5	4.640946843	4.056505825	4.298113055	4.483027455	4.949749667	4.643807613	4.483027455	4.014478449	4.155394593	4.098975406	3.91943835	4.943632845	4.726627101	4.718873885	4.748619656
BARD1	4.415497692	5.556291546	4.942818761	4.665428237	4.115781128	4.160178849	3.320438448	4.31687667	5.592589219	4.850091774	5.692589811	3.524281158	3.863194727	4.052054997	3.79172212
ST3GAL2	3.85493587	4.493994669	4.136304088	3.956496261	4.019575809	3.090514633	4.320803647	4.794460734	3.919382563	3.397129133	3.836989903	4.294022989	3.352969665	3.841697688	3.766821848
TMSB15A	2.059518159	1.816511129	2.020843107	2.058176524	2.410120322	2.059518159	2.143567742	1.807333663	1.889196904	2.295713548	1.597458359	2.088163125	2.065958463	2.412800692	2.223638722
DYNC1I1	4.444330696	4.381236968	4.797891383	4.630394627	4.630394627	4.737296069	4.63371586	4.355309831	3.875975057	4.630394627	4.712242668	4.813579176	4.614137608	4.808283462	4.873954993
GNA15	4.376231865	4.253756109	4.281528402	4.401803684	5.068550321	4.131473338	4.583995119	5.419518278	3.469676728	4.881966459	4.853559044	4.253756109	3.366560581	3.668931779	3.74091325
CRABP1	3.151489244	2.867931979	3.405530299	3.260740117	3.278543908	3.343970335	3.390037562	2.992903098	2.932900976	3.164242051	3.008207582	3.518299934	3.0284063	3.421591975	3.580400525
GGCX	2.809620859	2.803849844	2.443605412	2.692985347	2.895474829	2.420064598	2.927501832	2.686498262	2.910153487	3.109096787	2.803849844	2.803849844	2.832890983	3.088785733	2.838142777
SERPINI1	2.924284324	2.855192652	2.624948876	2.80562719	2.916981726	2.900943167	2.625253094	2.795563802	3.094010668	3.096155285	2.649231283	2.445267467	2.580402952	2.962371932	2.617785033
PEBP1	4.211033156	4.603690959	4.207448129	4.163025949	3.550692998	3.927572182	4.163025949	3.765812691	6.092962821	3.93110478	5.301791132	4.659718353	5.030618857	4.282235066	4.662792432
GAMT	4.568294545	4.383819607	4.773841313	4.566244023	5.094418319	4.568294545	4.48922793	4.324647404	4.576819814	4.303633129	3.897828712	4.848734341	4.382920201	4.666123133	4.807682388
ACADSB	1.426034281	1.477820487	1.591217458	1.583937481	1.743402736	1.757976709	1.410507022	1.274528895	1.376924134	1.412563076	1.403962486	1.49163121	1.47288961	1.580682552	1.473575938
USP13	3.62325249	3.529408779	3.69372519	3.730147365	3.709738151	3.426542965	3.26775823	3.562068845	3.915006663	3.396969561	3.755428121	3.535737399	3.617736712	3.781622767	3.765162008
AGTR1	2.335960867	1.867562977	2.320178584	2.308507118	2.263620641	2.428191508	2.327725004	1.967110317	2.128575967	2.300566573	2.125360235	2.432141574	2.530898352	3.1197007	2.554955361
GRIA2	2.060779188	1.909686247	2.129162436	2.165176688	2.404317234	2.122799441	2.248748121	1.807333663	1.895544092	2.141631173	1.776075381	1.985023413	2.177958964	2.338672742	2.069657287
AKAP6	2.000819261	2.046548508	2.208308793	2.128828607	2.320927935	2.747339046	1.999203069	2.135567183	1.827132626	2.367695908	2.076333327	2.037867435	2.245752027	2.228668426	2.16344132
PFDN4	3.892713666	3.119575441	4.162798249	3.892713666	3.467987506	3.684347387	4.305442228	3.395683334	3.691196895	3.729475729	3.826832075	4.38003083	3.822572855	4.535684586	4.30613191
PFDN4	1.948600299	1.726189958	1.965948634	2.05423457	1.624080014	2.076095476	1.709587985	1.556176366	2.8045344	2.22116687	1.591421576	1.752155988	1.964981041	1.745811671	1.596676659
PFDN4	4.180341979	3.936553091	4.099522372	4.520397398	4.455243215	4.324950124	4.212005759	3.755103603	3.998646169	4.253756109	4.007461899	4.253756109	4.280017439	4.357229897	4.468054847
BBOX1	2.143202308	1.956856779	1.858459524	1.987324034	2.290048745	2.232278855	1.90134665	1.972470156	1.69859431	1.948524648	1.905591199	2.278498377	1.912188036	1.913835368	1.935084279
ACOX2	2.491093012	2.168275686	2.32519173	2.00112254	2.748461074	2.120666096	2.225176083	2.127725758	1.974320742	2.007180235	2.355142774	2.59156084	2.132929333	2.599433061	2.26484081
HOXB6	2.74567917	1.875205515	2.656422133	2.611179322	2.449264903	2.417920335	2.633010347	2.094225399	2.295706795	2.24112108	2.284130054	2.811909421	2.373346434	2.773000137	2.452608041
SH2B2	5.376693721	6.448089628	6.043781367	5.554841537	5.379425265	5.403464351	5.945802511	6.848556343	6.387657622	5.90086626	6.419438057	5.118693076	4.972486058	5.148481179	5.405025632
FAM131B	2.303402963	1.690958814	2.095936495	2.461347212	2.46725215	2.47698732	2.369753447	1.870800194	1.569448845	2.05732125	1.775099449	2.172504498	1.977886946	2.127725758	2.312193938
DBT	2.182342561	2.172504498	2.051922968	2.146816555	2.320927935	2.201459132	2.172504498	2.101033386	2.235124997	2.049795584	2.176233133	2.137479675	2.411666477	2.232695151	2.026757565
DBT	7.391372743	8.528975723	8.073948335	7.023141874	6.958159392	7.12679533	7.922652044	8.849911026	7.776797974	8.172367951	8.944082009	7.897504405	7.534470985	6.991121556	7.516727797
DBT	1.28294822	1.390914325	1.543469995	1.390914325	1.328294834	1.403504738	1.539694524	1.314266953	1.386398127	1.410065099	1.40069966	1.479267905	1.512155119	1.480683885	1.48931158
PLAG1	2.387986568	2.248817825	2.578871264	2.387986568	2.176364617	2.387986568	2.148116394	2.377437663	2.389662071	2.812038682	2.748231001	2.150749688	2.417555167	2.389419205	2.122296849
CTNNA2	2.344601765	2.106080663	2.647215872	2.75711028	3.118327805	3.415077191	2.539208092	1.832452319	1.984349128	2.549982839	1.923021173	2.408428365	2.392787229	3.088785733	2.423703569
SLN	4.211064508	3.778678483	4.07741742	4.035478776	4.235156378	4.449038244	3.911585013	3.770855723	3.642524802	4.144089757	3.921123484	4.305680351	3.930790942	4.46583539	4.397230092
MDFI	3.813934012	2.767183946	3.350309404	3.382199988	3.68846711	3.463823714	3.296868234	3.313484252	3.083279541	3.203983428	3.249518795	3.886532219	3.142206849	3.493486333	3.492202977
INPP4B	1.806479164	1.945518031	1.569237634	2.068950768	1.774370866	1.722555749	1.675124238	1.464110416	1.388858157	1.863393204	2.085408546	2.009746196	2.215369767	2.165706904	1.851927884
ACHE	2.867966485	2.573141015	2.996256875	3.009247164	2.903844238	2.867966485	2.818996274	2.655799295	2.847510989	2.759954822	2.480043136	3.425471289	2.881364746	2.924284324	2.867966485
ACHE	2.208197118	1.830210952	2.213195705	1.818739157	2.225777595	1.772645957	2.04772005	1.705285054	1.844298193	1.966366493	1.810857588	2.122905051	1.993023388	2.626834608	2.072507647
CBR3	3.9856606	3.869305725	4.070377067	3.822179917	3.96402203	3.826701647	3.842707036	3.93957288	3.601890368	3.547805617	3.746901002	4.719902434	4.241738637	4.209848598	4.290301374
PDZK1P1	1.478966171	1.446769644	1.733998426	1.587811917	1.776608243	1.901613334	1.922733182	1.416215825	1.422341318	1.574661239	1.501650794	1.868854736	1.57386931	1.648005205	2.039228441
LRRC17	2.18617052	2.025009655	2.468424348	2.280550907	2.436928287	2.446826875	2.266608299	2.094088839	1.87527888	2.189626775	2.21472274	2.21472274	2.266608299	2.456742104	2.541208934
CFD	5.757021826	6.341544657	6.760824182	6.515147332	5.821509579	8.151142347	5.67923967	6.253715508	5.402930217	7.633263746	7.003024154	4.653625693	5.851478652	6.707637697	6.016427536
ZBTB20	5.173059253	6.185125569	5.697428641	5.005463504	5.007123781	5.025747742	4.527706306	5.264065445	5.352769684	4.579563607	6.109753153	5.310969679	5.871156991	5.359563609	5.616920151
AC020907.2	3.568617982	3.341576683	3.496805612	3.788263188	4.036620971	3.568617982	3.754923222	3.710024504	3.425471289	3.295858697	3.522180775	3.763056947	3.358526972	3.507586261	3.869143483
MDM2	1.247301067	1.317238901	1.342021327	1.50629832	1.39225596	1.491648735	1.429575323	1.327270285	1.347120273	1.253526308	1.31944257	1.465840382	1.219620841	1.565902343	1.497805106
AC008687.7	3.198681104	2.564385795	3.148318662	3.232188404	3.560189488	3.062562819	3.392004776	2.692830295	2.431180163	2.781672781	2.632163645	3.391989074	3.144628754	3.028075761	3.153341751
TNNC2	4.302333087	3.783013086	4.138745008	3.655900302	4.039826779	3.780804716	3.852601482	3.360622781	3.359419323	3.429207814	3.745281019	4.007746088	3.609185665	3.892687817	4.043043397
ANK1	2.718370342	2.704559619	2.809084168	3.149151268	3.082049967	3.093343203	2.805137247	2.508324493	2.718370342	2.71669484	2.630701618	3.425471289	3.229867477	2.681062503	3.186668277
ANK1	3.425471289	3.366779665	3.835952308	3.786196753	3.84124501	3.607441329	3.828201088	3.265827713	3.607441329	3.558633369	3.341083749	4.053755869	3.511184316	3.541244437	3.83421063
ANK1	4.339946851	3.72352104	4.250424555	4.239971685	4.274112897	4.348926864	4.431202873	3.751166668	3.754587782	4.061351104	3.853182209	4.576515004	4.793767331	4.124713289	4.963591771
CCL14	4.193511908	3.771294894	4.173126932	3.981696221	4.533274126	4.149919351	4.430245744	3.463878169	3.884148095	3.978781807	4.060187625	4.386566228	4.16191975	4.459731243	4.571989701
CHEK1	1.869830455	2.067692359	2.051446662	2.051446662	2.025928841	2.117589561	1.910185911	1.65441661	4.084596449	2.128581283	2.148709895	2.051446662	2.051446662	2.022754198	1.763713981
CHEK1	1.392699613	1.723686061	1.7206458	1.656351376	1.763336538	1.628473077	1.624228528	1.31047387	3.021244171	1.628473077	1.474376111	1.737496784	1.554182693	1.471175714	2.030268301
MRE11	2.138828909	2.297825254	2.226663736	2.189269642	2.221398944	2.430846331	1.797516939	1.946862198	2.358995986	2.189269642	2.779339411	1.877012248	2.220103375	2.189269642	2.160011609
SMAD3	3.83603567	3.256699342	3.92795119	3.79817308	3.83603567	3.83603567	3.910614875	3.425471289	3.754144498	3.617531023	3.516179132	4.251241241	4.114197492	4.037942521	3.946743835
SMAD3	4.276821469	3.776092807	4.051358198	3.867121006	3.49721272	3.676077308	4.279364155	3.628638382	4.083028671	3.873674847	3.821397744	4.903961355	4.583683752	4.489169055	4.952900915
SMAD3	3.948296529	3.58477561	3.960017346	3.683447976	3.460405671	3.689590413	3.460386927	3.51873124	3.425471289	3.244856159	4.081043857	3.781927569	3.746811188	3.73709238	3.933872791
DCLK1	1.580523196	1.221914632	1.499891809	1.499891809	1.366869062	1.588958884	1.739123369	1.379364955	1.34321958	1.41994286	1.410675429	1.481562508	1.499891809	1.580682552	1.88637048
WAS	5.053756333	5.200348586	5.285288255	4.901316481	5.109005904	4.681464011	5.67648591	5.646006938	4.488606223	4.806982748	4.648473539	5.48280985	5.025167569	4.772840199	5.059624179
AGPS	2.950101796	2.60635334	2.945043049	3.258889771	2.884391283	3.25116687	2.799416404	2.513066265	3.403744647	2.723579996	2.922494563	3.078001673	2.426979974	3.248553115	2.599270411
PRSS2	3.079484084	2.752270681	3.079484084	2.994849442	2.991455915	2.910064943	3.313137763	3.010955993	2.913457136	3.094273347	3.02164067	3.374732655	3.079484084	3.553848632	3.201870322
IL1R2	10.52597701	11.63709086	10.38660852	11.00798884	11.86756913	7.643086607	10.86483711	11.82426948	9.092524068	11.13650766	9.117608812	10.14548196	5.092437527	4.786184489	4.554300513
HSD11B1	3.700743625	3.473380644	3.61608441	3.253218681	3.433646829	3.499299532	3.622654843	3.171991405	3.114014039	3.546164283	3.161392155	3.778581019	3.374531926	3.635417817	3.736980242
SEMA5A	4.854853322	4.080534744	4.63219649	4.600143625	4.601190925	4.747953357	4.73862442	4.201544049	4.439599176	4.547442797	4.346815009	5.373451083	4.690950968	4.944693465	5.423910365
