	104.CEL	105.CEL	109.CEL	115.CEL	121.CEL	123.CEL	127.CEL	82.CEL	94.CEL	95.CEL	96.CEL	97.CEL	C13.CEL	C8.CEL	C9.CEL
DDOST	4.354198829	5.459611137	4.443157243	4.506309731	4.349286652	4.329277401	3.973768464	5.687587083	6.787096308	4.871921139	5.645001261	4.080627482	4.897772548	3.559544025	4.275649356
DDOST	6.808712839	7.675193024	7.094832914	7.053533345	6.511259308	6.470680471	6.267915369	7.30832812	8.906344526	6.998858934	8.09603655	6.629556801	7.155548229	6.627211824	6.641885885
PA2G4	5.202129408	5.46637577	5.353517759	5.589469487	5.564478281	4.879629259	5.320210312	4.976532222	5.934790001	5.19965931	5.721968206	5.001269134	5.328096749	5.047990072	5.361064379
BSG	6.534812698	6.305337078	5.124032953	5.974501812	5.692556739	4.446157945	6.091457842	6.317357002	6.519263258	5.133379758	5.751610098	6.495284831	6.910729645	5.112464587	6.127132343
ATP6V1E1	7.249039371	7.322157718	6.690793515	7.227803324	7.115891015	7.285576085	7.238514534	7.525321527	6.998157426	7.837839822	7.102995407	7.032363277	6.741726852	6.416769251	6.414793808
ARPC2	9.200552418	9.770563264	9.397086005	9.61499246	9.504076609	9.826342727	9.511809573	10.40403546	8.936948433	9.685031511	9.36224807	8.930603002	9.065360501	8.686489364	8.152276866
PRDX1	6.670710081	6.435910438	5.997100641	6.423600951	5.797700304	5.413418706	5.900800657	6.591745823	8.019787894	6.939954846	7.280361364	6.100251663	6.442172649	6.024056909	5.729881275
MAGED2	5.069825744	5.485497963	5.055317446	4.69302031	5.045953452	4.5652911	4.780805215	5.227331503	5.353384762	5.098677548	5.39798446	4.573381871	5.055317446	4.873096929	4.883480215
CAPN2	6.740173339	7.472017639	6.484135306	6.38003145	7.024171251	6.544256838	6.437535622	7.005685939	8.100331889	7.493637047	7.956616364	6.238515252	7.16202708	6.867951634	7.231346344
COPA	6.657539632	7.688666715	7.28886275	6.520721625	6.944866293	6.603238345	7.192519488	8.114717981	7.204135512	6.906234839	7.158727285	6.628690779	6.436775238	5.367838621	5.732960206
BRD2	5.894943864	6.923893102	6.422192476	5.821182004	5.797586731	5.879186258	6.014874656	7.004244169	6.52118812	5.933800607	6.912462298	6.026368382	5.922169332	5.572848086	6.232464014
BRD2	4.500098222	5.19465125	4.849012412	4.163919452	3.91986501	3.588895785	4.572476147	5.626299742	4.922983218	4.017721415	5.558912376	4.652445174	4.512621407	4.453889731	4.4829765
HSPA8	7.636945115	7.34765504	8.299413782	8.218844079	7.218084336	6.414563421	7.063413089	6.847141133	9.447195853	8.321922691	8.351224225	7.322198698	8.629239447	8.081790593	8.195378634
EIF3B	5.764087827	5.889974866	5.807277759	5.446074737	5.391884712	5.303113702	4.918086725	5.600676516	6.261181507	5.405725341	6.132552196	5.481440067	6.070611708	5.605018679	5.897918329
RPN2	6.678585093	7.695764208	6.920199612	6.659046115	6.625710737	5.991834759	6.840117751	7.319014197	8.801866448	6.961413387	7.788894152	6.791364464	7.051276374	5.853806983	6.44998171
PDLIM1	6.373047278	8.136732045	6.906876185	6.13431564	6.565195326	4.905235051	6.295122588	7.0088161	7.468507959	7.948192284	6.429345411	5.773207006	6.472701293	5.429095757	5.59032132
TFRC	5.270489087	5.941391223	4.562244229	5.339338962	4.434508303	4.104744693	3.478352133	4.404769366	8.144767213	5.559863024	6.09236672	4.447126973	5.15445694	4.31720522	4.212569654
RPS3	9.828628461	10.09594691	10.31353172	10.17623178	9.976630187	9.588004977	9.34098976	9.489626834	10.51864634	10.18661391	10.72095624	9.483262507	10.84484495	10.77945999	10.37402279
GARS1	6.175500677	7.040656858	6.677847449	6.172210757	5.89819434	5.638811461	5.986815045	6.599378782	7.635385228	6.567230017	6.730684616	5.732114877	6.122044076	5.331337215	5.679909281
PRKDC	2.357973245	2.702308856	2.473419841	2.419713265	2.33624804	3.442903116	2.513766548	4.193032166	3.094010668	2.422928159	3.486181452	2.148827567	3.015716143	2.544996779	2.670287854
RPL39P3	10.95825248	10.16429498	10.62888667	11.13100866	10.77835875	11.11458698	10.37214773	9.935790129	10.93169961	11.33123354	10.73810155	10.64458726	11.15996995	11.26691683	10.85380665
CCT5	7.093215856	7.177519345	7.143599377	7.278353678	7.007059322	6.908834586	6.873388349	7.259436865	8.142615193	7.357009386	7.469978093	6.612425471	6.805190993	6.675328573	6.36452426
EIF3E	7.220160631	7.177496173	7.166419288	7.360917408	6.692497429	6.774242518	6.112508277	6.819896065	8.367619181	7.435966286	8.124553918	5.934432663	7.70765035	7.458164344	6.523616652
AC092115.2	5.519798227	6.185412701	5.589195797	5.421295759	5.379820243	5.069956904	5.111283786	5.309838805	6.418374535	5.18528572	5.917771476	4.999329721	5.956614182	5.521710901	5.744985739
TKT	7.912770678	8.658622775	8.915547532	8.011238116	8.709370343	8.504183613	8.485401883	9.358179678	7.070716561	8.029875513	7.492677107	7.395966498	7.295103626	6.808066422	7.013821044
TKT	7.994780344	8.857379138	9.139821111	8.509159625	9.059282573	9.242378545	8.564487298	9.642403021	7.336629748	8.759018634	8.172146985	7.097228464	7.241892654	7.11993957	6.705770109
AP003041.3	3.440640865	2.987573046	3.330161785	3.20868191	3.278404691	3.38141415	3.527161083	2.936464843	2.851094277	3.05652534	2.984815986	3.762975425	3.330161785	4.134260789	3.981991474
APLP2	6.880960557	7.460869237	7.036928781	7.118954314	7.13187892	7.218532355	7.865139161	8.019797464	6.361391537	7.372280497	7.143634223	6.64448667	6.043169806	5.931910983	5.820308478
APLP2	5.271983375	6.235321176	5.758541705	5.308116794	5.336726701	5.37369314	6.143866933	6.919341396	4.287638954	6.274147493	5.899964446	5.21457834	4.749678609	4.132870346	4.426885628
APLP2	7.139041331	7.620821963	7.646209242	7.313854402	7.282379615	7.30093575	7.749494844	8.169260519	6.331876861	7.311237903	7.730491376	7.178566727	6.540831383	6.172401883	6.668082196
EIF5	7.053637835	7.542397605	7.161405374	7.188261832	6.87272996	7.264193461	6.781864914	7.758215228	8.003899612	7.27670393	7.834118184	6.635373175	7.093659286	6.430073076	6.595472206
EIF5	4.406261975	4.481887076	4.018411575	4.305037582	3.626026144	4.494012644	4.025847648	4.671618574	5.701532232	4.757320582	4.952264881	3.884453326	5.339929914	4.166701697	3.963823509
EIF5	4.030512933	3.916312277	4.084126626	3.91006346	3.774678946	4.005718545	3.971848414	3.680523004	3.896090872	3.615688508	3.865923943	4.052992119	4.118554597	3.906853335	4.256402828
EIF5	5.208487941	5.571858555	4.743667464	5.359775904	4.664948574	4.757242715	4.608130268	5.338045113	7.375639576	6.190637094	5.397078886	4.866472532	5.369596398	4.603560996	4.354776308
NRDC	7.642644789	7.957571112	7.701316185	7.224759252	7.662194421	7.742537159	8.123808093	8.476948548	7.632981209	7.916009452	7.642644789	7.528100333	7.093738529	6.709017101	6.303690349
AP3D1	4.012366643	4.432260733	4.16191975	4.208432883	4.16191975	3.908604545	4.238866052	4.195961557	4.128328596	3.929625179	4.339410427	4.16191975	3.996183606	4.16191975	4.16191975
CCND1	3.482679297	3.091676359	3.236489863	3.144016939	3.37365559	3.199463942	3.506682018	2.973597725	3.022347866	2.908644174	3.11899458	3.603426136	3.079484084	3.767686942	3.432136111
CCND1	1.780284101	1.640291699	1.748856966	1.691763039	1.95697907	1.888057626	1.963371932	1.579838181	1.524150285	1.654943732	1.690743064	1.805762298	1.941862144	1.852928451	2.097172526
HNRNPUL1	4.621761564	5.788173857	5.2046193	4.408643157	4.922301038	4.531496879	4.875162677	5.841984747	5.197137901	5.021871432	5.061435042	4.51816357	5.054878847	4.373370043	4.892973171
AP003385.3	5.805040635	6.714403378	6.716265069	5.967162885	5.735043166	5.101280908	5.54517413	6.160137763	7.234941154	5.99816845	7.387317744	5.566461272	6.312315743	4.987100707	5.99816845
TMCO1	4.736484128	4.075878273	4.369569809	4.511723058	4.227631504	4.750340494	4.431202873	4.276834161	5.088939192	4.522178399	4.468692417	4.276834161	4.743323541	4.511723058	4.846416832
TMCO1	5.486469284	5.283005404	4.975510687	5.797830915	5.124032953	4.518290992	5.094038662	5.217019689	7.017465635	6.205358541	6.132958982	5.196689545	5.632264789	5.416914682	4.740739456
OXA1L	5.969369341	6.823224574	6.64055005	6.248554874	5.685142913	6.437293834	5.61691101	6.641800353	7.296815181	6.272397747	7.159458944	5.354307382	6.729707611	6.327653753	6.279284197
DDX17	9.273274795	9.564428272	9.132145303	9.442127069	8.866819578	9.475731002	9.276522234	9.163325966	9.147456297	9.459584745	9.505928405	8.919834548	9.605696121	9.270055896	9.263539525
DDX17	5.529638836	7.76163205	5.587640483	3.693789114	3.128274706	5.127168821	6.046156282	7.518045963	5.954512189	3.462316382	6.689501793	5.531863961	3.210307469	2.924667083	7.453170871
RBM39	6.86384549	6.768407155	6.748713487	7.063947053	6.405804779	6.262581437	6.930250067	7.1606819	7.424462579	7.028134706	6.958574219	6.706680329	6.84302303	6.270734157	5.987720202
ANAPC5	4.311988264	4.361516167	3.872088079	4.096403133	3.870661167	3.740391948	4.080684129	4.190307198	4.996518816	3.343739456	4.508508738	4.022777547	4.469977035	4.092414258	4.092414258
ANAPC5	4.472714914	5.775348916	4.849559156	4.557567923	4.039327246	4.557851647	4.313333559	5.619769095	6.458483526	4.716436705	5.730788513	4.219315237	5.179301714	4.383791698	4.469506063
USP11	5.282750137	5.791435589	5.635519488	4.900734995	4.44942308	4.808997662	5.184482598	5.360089454	5.611247131	5.067195459	6.3898085	4.916768609	5.561265678	4.759997598	5.597884016
RAB1A	7.249876379	7.724798454	6.664686326	7.47563558	7.292499507	7.438671011	7.081182522	8.073364024	8.032443259	8.235523687	7.214177934	7.214177934	7.043077934	6.320320704	5.901401164
EIF2S2	4.353680625	4.183149528	4.351055407	4.281125855	4.403434492	4.696372432	4.445609089	4.0363368	3.881968006	4.138308878	3.635677303	4.33189487	4.461937194	4.795729224	4.651958551
EIF2S2	6.909980748	7.134418391	6.407856049	6.959647309	6.491709395	6.301480074	6.174505653	7.186263155	8.503519194	7.217123184	7.834484543	5.934443731	6.80692418	6.221804192	6.064479597
CDC42P6	7.295845754	8.075869685	6.44315858	6.97772413	6.652244556	6.917699274	7.126370333	7.786958742	7.16497864	7.074107319	6.968441483	6.339435668	6.231385932	5.911999173	5.777262013
CDC42	6.24607833	6.587767235	5.960107437	6.126993489	6.453310132	6.745206082	6.423160415	7.233151869	5.771540572	6.483104708	6.455712273	6.251977356	6.251977356	5.970059127	6.067494993
HLA-B	10.58235651	10.73032193	10.66807892	10.88959	10.88909026	11.48046071	10.61797616	11.36400748	10.08374115	11.15355527	11.07873787	10.38974476	10.3607417	10.55863534	10.4086745
RAB2A	7.91509121	7.492721608	8.318054157	8.5460816	8.548046618	8.606894561	7.753642472	7.384275936	7.427852365	7.53919634	7.632733832	7.862308752	7.371896858	8.244028521	7.698111721
RAB2A	5.333135066	5.598885302	3.95508146	5.343997162	5.148701717	5.813190515	5.566778708	5.850427474	5.750231929	6.425082208	5.154752516	4.941039239	5.333135066	4.386293438	4.026780862
RAB2A	3.898350492	4.416917521	3.845969921	3.864754135	4.185374261	4.189839094	4.094353782	4.926405634	4.038591121	3.89332696	4.27848101	3.696224322	4.023933442	3.751754498	3.548454024
RAB2A	1.879792349	1.726189958	1.810581106	1.790131717	1.810581106	1.810581106	1.701115357	1.732848558	1.590047652	1.810581106	1.69844055	1.814943589	1.839959097	2.009932752	1.862673988
RAB2A	5.722851139	6.204203216	5.076965312	5.491431969	5.826170693	5.822126635	6.150605556	7.023763319	6.033617917	6.059736947	5.668236437	5.136390806	5.287471126	4.455214153	4.589385538
CTDSP2	5.067728927	5.242942199	5.132469818	4.895378649	5.29020825	5.386679041	5.134979284	5.643536107	5.114905465	4.965510051	5.063234743	5.294972616	5.560204637	5.533173474	5.54739701
AP002784.2	7.647377772	8.237763404	7.297052468	7.626130181	7.626130181	7.74791535	7.562817345	9.207574387	7.681725924	8.349864037	7.861503245	7.701551347	7.609613154	6.962352419	6.454190023
ATP6V1G1	7.454096009	7.254711272	6.576870946	7.388076165	6.323080432	6.827930097	6.803956758	8.001075194	7.727262484	7.817850372	7.771068641	6.891200255	7.202046761	7.002238963	6.427697814
SUMO2	5.661125388	6.286963834	5.639388173	6.143430532	5.784845608	6.186427674	5.566778708	6.377550351	6.576394512	6.544570587	6.503687559	5.795410161	6.482131523	5.971564047	6.143430532
SUMO2P1	6.487672844	7.685343993	6.489587913	6.867627945	6.336968341	6.564011447	6.331796248	7.954120558	7.911623994	7.036563424	7.910844166	6.581646911	7.090064432	6.54668952	6.315197421
SAP18	2.780124085	3.312012299	2.71864224	2.978955137	2.434682153	2.901898695	2.895338334	4.116958737	2.457524493	3.196392256	3.514354093	2.792603262	2.726238478	2.787614249	3.190026887
SAP18	4.109272698	4.147844245	4.093513907	3.892713666	4.147844245	4.131674886	4.370423732	4.448546813	3.562482993	4.200051827	3.987175617	4.175562218	4.185109048	3.97445628	4.215139664
SAP18	7.089074334	7.28030336	6.974439081	7.435590079	7.140063033	7.438671011	6.901200087	7.264089907	7.875342622	7.285153142	7.826524373	6.478268378	7.199524556	6.664894453	6.71483333
YWHAB	6.659053066	7.898440493	7.095655973	6.609651916	6.798908111	6.409461706	7.077351316	8.460259574	7.117395062	7.305976404	7.50983025	6.595544767	6.59884585	5.489033584	6.057763513
HSPH1	4.049766426	4.70827883	4.773718676	4.551323155	3.762357299	3.753857294	3.715259802	3.442107019	6.455149748	5.714009219	4.272217763	4.33189487	4.254954482	4.269070712	4.136490219
ATP5MG	3.439454	3.209825286	3.372265522	3.702820247	3.451572301	3.353153258	3.549654582	3.279113091	3.504590277	4.155177384	3.010792371	3.340302999	3.556352823	3.372265522	3.350828507
AP001267.5	8.342380218	8.035910522	8.12889095	8.702549508	8.171521108	8.025777409	8.186498649	8.216587797	9.227416224	8.707423272	8.775095878	7.906709102	8.521991533	8.379113017	7.725332291
C1S	3.794291343	3.498657922	3.897758309	3.735124845	4.141833214	4.11371275	3.954185497	3.395683334	3.564221182	3.661984701	3.523127815	3.807511046	3.731295203	3.988485153	4.090404512
FLOT1	4.725698404	5.686556592	4.648471969	4.911906356	4.828652658	3.714734698	5.155940509	6.369451468	4.236491754	4.770761565	4.399228559	4.617085667	3.661055029	3.874241371	3.641682979
FLOT1	8.826997886	9.337491696	8.914181694	9.266584261	9.30232977	8.096305704	9.334002393	9.776857821	7.7507258	8.967828005	8.114998476	8.833161947	6.694845444	6.725866317	7.09185309
ARF1	6.981696558	7.546129296	6.778087485	6.883987414	7.046518852	6.239265663	6.96808361	7.283910676	7.09851861	6.667496702	7.159271469	6.237242916	6.284789819	5.755936259	6.050167778
NAPA	5.195046244	6.190323396	5.139142832	4.711631563	4.762919827	4.738389405	5.108762308	5.703732003	5.631926586	5.684167537	6.191512672	5.560991751	5.683475678	4.53916882	5.363669655
NAP1L1	7.059425997	7.884282731	7.12192133	6.615450841	6.434809972	6.278705941	6.1556829	7.316434015	7.806140273	7.440997885	8.03319092	5.637495995	7.969157645	7.130137143	7.088753988
AC084824.2	5.472877844	5.789211829	4.993134691	5.132745483	4.951338517	5.192176878	4.926487159	5.759367651	5.568990741	6.0415964	5.565632403	4.767524342	5.609216817	4.74644717	5.018328897
NAP1L1	3.034863343	3.675516925	2.625598541	2.468473917	2.260183798	1.960850823	2.781437368	3.728255172	3.747201927	3.866334283	3.877918107	2.368101129	3.889809089	2.632950378	2.981190794
H3P16	12.59802736	12.64420477	12.7106359	12.64311831	13.03708367	12.84231023	12.80860737	13.24207239	11.87211262	12.65100145	12.31120486	12.49448972	12.07232157	12.56236699	12.21898614
EIF3I	6.553045248	6.877935534	6.821632919	6.459029551	6.483817254	5.594984201	6.196002084	6.645444879	7.907118728	6.248919286	7.13198931	6.557509847	6.986473148	6.356944327	6.695217354
TMED9	5.989414591	6.086668167	5.773671322	6.135564995	6.172167556	5.989414591	6.05646536	5.989414591	5.633008813	5.702042088	5.884870853	6.197685377	5.587897891	6.203682443	6.087412299
ATIC	5.58838428	6.964093411	6.10764318	5.58838428	4.969940022	4.707729517	4.690663035	5.160821479	7.758392917	5.586728786	7.317629303	4.880045267	6.138571516	5.417925144	6.013918112
NCSTN	5.554877492	6.498283782	5.726451994	5.702013129	5.9608237	5.698104782	5.950033989	6.720588757	5.361706834	6.103861902	5.725893955	5.519503675	5.302040153	5.286344068	5.451571922
UBE2I	3.303572168	4.379686545	4.228608057	3.851881808	3.851881808	3.539228214	3.603333717	3.931025495	3.78916887	3.860457999	4.118659489	3.09567285	4.310107179	3.881594761	3.874189851
SUMO1P3	5.143109829	5.551849171	4.771815207	5.146141136	4.769424718	5.172644642	5.232129153	5.92558125	6.146514752	5.664439917	5.78311965	5.098947343	5.246142596	4.524985158	4.198994484
SUMO1	1.310180414	1.428179128	1.293016347	1.244611746	1.372277954	1.345592465	1.315940523	1.544236148	1.408310882	1.574661239	1.302561824	1.223378924	1.591525503	1.372277954	1.522962787
TSC22D3	8.372200317	8.363637162	8.166542605	8.250059955	8.988832739	8.737806622	8.735457082	8.829939003	8.165388769	9.085362902	8.026461561	7.13363479	7.877070134	7.556539366	7.358970529
ATP5MC2	6.999178841	7.91044567	7.610489778	7.498629617	7.389926637	6.639642427	6.582291705	7.649328483	8.244142939	7.667593157	8.689127628	6.21311797	7.704394618	7.389959689	7.480982873
HNRNPR	5.242642085	6.084814241	5.132066875	5.025962784	4.962311656	4.689511871	4.850040283	5.529691015	6.268553096	5.132487254	6.536856871	5.132487254	5.511402966	5.060160966	5.177104816
HNRNPR	5.409352262	6.753235899	5.193434641	5.45742385	4.468756112	4.864233653	4.437411234	5.783959799	7.737587136	5.854407603	7.030690691	4.620650926	6.98399342	5.203824066	5.445808257
LAPTM4B	4.730694964	4.938559052	4.797891383	4.685437401	5.022562503	4.581935897	4.667626908	4.229476615	4.296015248	5.33449746	4.395552474	5.002248866	4.315162025	4.991310405	4.731826357
AL031847.2	8.587814007	8.176341909	8.364241403	8.301653865	7.764554062	7.542556618	7.574595894	7.893429253	9.187035622	8.05536141	8.86001438	7.60207448	8.858325105	8.980134602	8.26373494
EIF4EBP2	3.242989271	2.98418147	3.269083022	3.078970011	3.139991783	3.435294423	3.432935789	3.24153866	2.949304144	3.271603933	3.005959567	3.324429606	3.261730992	3.732840296	3.492719278
EIF4EBP2	6.203243554	6.253762912	6.219126805	6.037017658	5.99909349	6.054310961	6.237489814	6.534932193	6.115452277	6.244287974	6.271351115	6.338876828	6.237489814	6.237489814	6.335108734
LTA4H	8.93737178	8.293629137	8.62813351	8.071213455	8.652050317	9.244186533	9.542676012	9.817736828	7.115534106	8.862298238	9.214042789	7.320575167	7.451008329	7.115503176	6.363831324
ANKHD1	4.503879391	5.206295227	4.910710472	4.397468489	4.367709089	4.74598948	4.707869905	5.903369397	4.794011953	4.715419624	5.64032703	4.01482485	4.681717739	4.194815764	4.170005302
ANKHD1	5.180274862	6.173744164	5.501271004	5.020941946	5.277696987	5.31702912	5.166550142	6.567380709	5.755033583	5.053458781	5.995960057	4.584876305	5.842353465	4.977688836	4.969524985
CSNK1D	5.284868981	5.72738937	5.818677862	5.284868981	5.611920449	5.214607101	5.300611474	5.732018807	4.719089873	5.284868981	5.545271928	4.952557649	5.143111979	4.950263534	4.830149203
XPO1	6.142804303	6.148633946	5.597856326	6.421190344	5.333452862	5.299352938	5.967448419	6.031863211	7.157341749	7.172955999	6.288492436	5.882543932	6.425895258	5.765517249	5.54706432
PSMD11	2.498348574	2.397583056	2.659691116	3.098167725	2.905145466	2.756733216	2.567172223	2.66379691	2.588670597	2.838805021	3.035656139	2.990466412	2.829098488	3.272885892	2.899093012
PSMD11	4.807910393	5.852028824	5.217495954	4.959238343	5.024448966	4.066115208	4.613478763	5.843815552	6.327217293	5.108378973	6.410648076	4.596831445	5.140769836	4.516042228	4.425239371
TCP1	6.225457493	7.250350282	6.520908933	6.723306354	6.411577205	5.734033836	6.15768759	6.692737833	7.896418392	7.376097422	7.043069894	6.093442576	6.489660094	5.558433837	5.954442753
DDR1	3.201421763	2.939356546	3.184138007	3.135673273	3.047221204	3.184138007	3.418205704	3.082301042	2.958422041	3.151434481	3.180944614	3.133543098	3.446239382	3.614221731	3.47952083
VAPA	8.665422293	8.669609652	8.371553642	8.763853517	8.874749744	8.49670255	8.778592949	9.1281513	8.474833552	8.516724114	8.050915095	8.259185881	8.076951675	7.620830731	7.083478017
FSTL1	4.000239451	4.16403763	4.00446855	3.269016841	3.986329442	3.379865342	3.562743718	3.763690709	3.089595404	4.211352916	3.91943835	3.812176537	3.498311681	3.929761158	3.799887018
CD46	5.720587412	5.680853215	5.181940238	6.366037646	5.771587718	7.632138439	6.292185392	6.903857569	5.475254964	7.593072429	5.79619111	5.503961076	6.753318239	6.512265909	5.480057303
KLHDC3	4.870354471	5.405725341	5.228789541	5.167346646	5.164777528	4.852909118	4.97416063	5.140957263	5.348036161	5.00340425	5.124032953	5.244216632	4.750704084	5.180191285	4.938698344
MAP1LC3B2	6.887319634	7.130506742	6.452834915	7.172569238	7.158969459	6.381173381	7.123035738	7.862359602	7.060351596	7.371983954	6.129235059	6.743198199	6.227369298	5.533195753	5.822874684
MAP1LC3B	7.062868059	7.6106707	6.298968624	7.513225865	7.164913181	6.623648007	7.140581722	7.734295049	6.616734417	7.574926515	6.381482082	6.768521374	6.586163838	6.157154502	6.305705518
MRPL3	4.806164485	4.890056918	4.233640101	4.8532167	3.738979698	4.258322257	3.802359821	5.306677421	7.436166635	5.081269835	6.262735003	4.041256712	5.634838852	4.690769061	4.153143841
ELOVL5	6.563692844	6.923438975	6.268609553	6.743190649	6.430158315	7.368628157	6.732923736	7.407661262	6.743190649	7.577354133	6.46279619	6.357353293	7.492374526	6.75082324	5.723377402
CAVIN1	4.381480211	3.812553327	4.461859814	4.234372959	4.430670899	4.655100229	4.302268444	4.278421826	3.993303619	4.177845417	4.078304188	4.470796417	4.305082432	4.555033096	4.824184136
CAVIN1	2.426102283	1.72612522	2.235280206	2.286929102	2.021271941	2.235280206	2.291391382	2.006833353	2.091970392	1.948524648	1.944052415	2.608813917	2.346474289	2.311986069	2.480850212
CLU	7.205922042	8.873990676	8.356428997	6.908878558	8.836894187	6.645045244	7.703849149	8.30715459	5.581917786	8.465824466	7.616111764	6.715151416	5.712524268	5.648830763	6.041330686
CLU	6.911941652	8.911258553	8.341244759	6.610915894	8.372445229	6.534030384	7.417469001	8.179821741	5.924903538	8.658930661	7.705646037	6.640757824	5.672092046	5.749752938	5.994789409
SMARCA4	4.568298866	4.681817912	4.401469468	4.459491625	4.496756428	4.466360285	4.466360285	4.618980635	4.532868736	4.34464183	4.837634178	4.541581304	4.291530668	4.101726696	4.18925002
SMARCA4	2.758759003	3.725952681	3.370571989	2.778717014	2.91084155	2.417136303	2.677448471	3.768406317	3.815020868	2.924284324	3.687342812	2.606942659	2.980127802	2.37933533	2.672983881
MCM7	5.366069524	5.937335408	5.807848014	5.360063704	5.150264234	5.129702267	5.131680942	5.323536942	7.024741754	5.114905465	6.328699193	5.245893839	5.502037903	5.58071362	5.55965164
CCNG1	5.783075974	6.26898911	5.046816782	5.491445227	5.037168326	4.686116215	4.891710936	5.167222115	6.911091228	6.458109991	5.92306093	4.385283058	6.441430205	5.618059801	5.587430114
GOLGA8B	2.744969253	2.295136262	2.800764014	2.708291091	2.83335197	2.150960128	2.982331053	2.179918054	2.600238556	2.055909612	2.436408199	3.301423896	2.830649031	2.827592575	2.606942659
GOLGA8A	3.39802196	4.106899693	3.850522386	3.773191947	2.752270681	2.95782156	2.819292329	2.28648647	5.260883921	3.447684725	4.584902956	2.695062744	4.90105407	4.141313231	3.919883024
PSMB5	5.747114975	6.089478104	5.644876883	5.685327652	5.644876883	5.25074897	5.569152223	5.841944596	7.052446342	5.750931631	5.987304957	5.434033297	5.313221696	5.075255809	5.31565489
SRP72	3.273229461	3.733066355	3.013863141	3.31125173	3.029159795	3.405862579	2.840508349	3.447347083	5.511135002	3.024541187	3.722569902	2.666177212	4.169340296	3.331184075	3.121066892
SRP72	5.326448511	5.491792509	4.855414542	5.326448511	4.699549833	5.213942367	4.791806994	4.957730502	7.282039154	5.326448511	6.354988754	4.863816637	6.298462134	5.515671452	5.344551608
SRP72	1.791096546	1.939757034	1.881810371	1.929211399	1.668980653	2.15725501	1.734963557	1.669226735	3.804055613	2.053435471	2.012403052	1.673521573	2.31814282	2.02207051	1.500598187
SRP72	3.871226486	4.141962972	3.556782959	3.76808493	3.588358796	3.66748889	3.66748889	3.470088949	5.680390699	3.112427897	4.279964886	3.696447497	4.179639225	3.67802431	4.02623947
SRSF6	5.783907597	6.292866167	5.745369677	5.639944067	5.325881142	5.296852414	5.210976305	5.866753592	6.085647319	5.866753592	6.764192184	4.855119562	6.740986721	6.268185942	5.87105912
PSMA6	8.277262982	7.887741342	7.599235232	8.677401899	8.085811291	7.851710386	7.577405378	8.285241659	9.138296306	8.829726765	8.283790126	8.252186669	7.753229611	7.597975583	6.465771167
CHD3	4.20691562	4.046910055	4.797891383	4.499353864	4.345269756	4.207671619	4.443264379	3.927906665	3.686191568	4.242286209	4.108013015	4.396077665	4.179188642	4.273057048	4.554448822
CHD3	5.104127992	5.170295016	5.438045474	5.111849175	4.715684285	4.915404992	5.280843083	5.009336081	4.398435193	5.03942607	5.177239071	5.113697638	5.111849175	5.243995291	5.402750499
HMGB2	6.80114315	7.587606031	5.863964207	6.923059437	6.80114315	6.38057018	7.144620284	8.33028411	7.305802318	8.155663824	6.80114315	6.991968488	5.71883015	4.884888294	4.041960974
C6orf62	5.696950847	6.305171147	5.010758845	5.837913011	5.324778648	5.78331207	5.676346445	6.743427019	6.277838513	6.382732405	6.521522897	5.644574463	6.380685611	5.372817165	4.816412332
DNAJB6	2.147030369	2.482366955	1.863798983	2.003897551	2.040553548	2.115929897	1.935566734	2.471009698	2.212286976	2.473086825	2.309436905	1.965011333	2.179658741	2.262353966	2.101605049
DNAJB6	4.48922793	4.587386368	4.584100893	4.714948926	4.312327592	4.523864937	4.48922793	4.855029725	4.698662771	4.700217731	4.450080623	4.225363822	4.185748767	4.06721758	4.257754786
HLA-B	11.16766243	11.43966954	11.04627605	11.42911137	11.70155143	12.1649366	11.17115095	11.68819193	10.47558305	11.64403649	11.34788291	11.39950282	11.39950282	11.47981687	11.03737394
GOT1	3.614474036	4.079053256	3.947456805	3.849940632	3.742413753	3.265032208	3.660873389	3.235143869	5.012498034	3.873900143	4.101726696	4.009558089	3.96969324	3.972072231	3.634357459
HSPA4	3.061639208	3.474686154	3.085880474	2.957469078	2.805850959	3.064496857	2.912762863	3.074924487	3.020077387	3.170327502	3.280024171	2.729447332	2.70559255	2.905577569	2.697951185
HSPA4	4.615220106	5.468810042	4.506832775	4.835390381	4.186446574	4.009732805	4.187759412	5.315863553	6.178197937	5.307544745	5.701783523	3.943269617	4.45802797	3.537880388	3.864169386
ANXA2P2	7.203246393	6.331274425	6.790742023	6.365742425	6.401073565	6.561716065	6.862955268	7.345657741	7.181024357	7.110322886	7.557909455	7.055889432	6.948873235	6.2315702	6.72002458
COMT	4.749860232	4.410223427	4.795124972	4.655742784	4.524255123	4.519884876	4.496814622	4.862989137	4.762046427	4.641800177	5.078837788	4.596660909	4.322135215	4.641800177	4.333387438
COMT	5.602095333	6.104098423	5.565502391	5.115553969	5.462170159	5.433968518	5.565502391	5.990250424	6.335279366	5.460792186	6.386090651	5.579157297	5.379439568	5.228241601	5.535409741
RAB8A	6.443797897	7.46622214	6.650009418	6.312645412	6.410416364	6.138130132	6.263149859	7.297778531	6.888744984	7.136422775	7.826295015	5.971548678	6.428141768	6.207348903	6.720319309
